,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector
291,"Driver involved in fatal Oak Lawn crash found guilty of traffic violation, sentenced $750 and community service",0.014607994729885831,"Murod Kurdi's mother, Fadia Muhamad, has a wrongful death lawsuit pending in Cook County Circuit Court against the driver and the Oak Lawn bar where she was served.",0.03933725133538246,Hank Sanders,0.05691234226105735
292,Gracen and Olivia Gehrke keep the family tradition going at Lincoln-Way Central. ‘We live within walking distance.’,-0.006464288751885761,"Gracen and Olivia Gehrke, who are cousins, have the Lincoln-Way Central girls basketball team off to an undefeated start to the season.",0.061109460541047156,Gregg Voss,-0.027263677155133337
293,5 things to watch in the Chicago Bears-Minnesota Vikings game — plus our Week 12 predictions,-0.03777843213174492,Minnesota Vikings QB Josh Dobbs and the status of Justin Jefferson and the Chicago Bears rookie cornerbacks are among the things to watch in Monday's game.,0.11050483799772337,Colleen Kane,0.06478307006182149
294,Luis Umana leads way as East Aurora gets first win in renovated Ernie Kivisto Gym. ‘We needed to make a change.’,-0.04172971856314689,Luis Umana was ready for his time in the spotlight Thursday night in East Aurora's renovated gym as the Tomcats rolled past Streamwood.,0.1124204428633675,Rick Armstrong,0.11084061657311395
295,Letters: Why I’m grateful for social media,-0.04039341886527836,"For the past 15 years, social platforms have enabled me to reconnect and stay connected to treasured friends and family.",0.02010189846623689,Chicago Tribune,0.03251429157535313
296,"Testimony to resume in ex-Ald. Ed Burke corruption trial, with ‘tuna’ still ringing in jurors’ ears",-0.13006537751061842,Federal prosecutors appear to be wrapping up the most significant phase of their corruption case against ex-Ald. Edward Burke: the long saga of the Old Post Office redevelopment,0.08280659711454064,"Jason Meisner, Megan Crepeau, Ray Long",0.09531526567297988
297,Chicago Blackhawks’ Connor Bedard wins rookie of the month for the first time,-0.06561875424813479,Chicago Blackhawks forward Connor Bedard records 12 points in 12 games to win rookie of the month for November.,0.05438394006341696,Phil Thompson,-0.013004420296056196
298,Introducing the 2023 News-Sun Football All-Area Team,-0.0020630524959415197,"Martin Cohen is among four Antioch players on the team. Carmel has six players, and Warren and Wauconda each have five.",0.04352023621322587,Steve Reaven,0.06515422181109898
299,"Tesla Cybertruck's stiff structure, sharp design raise safety concerns -experts",-0.03674562386004254,"The angular design of Tesla's <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> Cybertruck has safety experts concerned the electric pickup truck's stiff stainless-steel exoskeleton could hurt pedestrians and cyclists and…",0.03951518065150594,Akash Sriram,-0.006544574862346053
300,He Plays NFL's Least Valued Position. He's Never Been More Valuable...,0.0007769002113491297,San Francisco 49ers running back Christian McCaffrey is defying modern thinking—and explains why his team is the favorite to win the Super Bowl.,0.029244798599393107,wsj,0.02058494236553088
301,"Tesla ready to invest up to $2 bln to build India factory, but with riders -ET",-0.023344789660768583,"Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> is ready to invest up to $2 billion to set up a factory in India if the government cuts import duty on its vehicles to 15% for the first two years of operations, the…",0.01878368183679413,Reuters,0.032878460122446995
302,How a group of ancient sculptures sparked a dispute between Greece and the UK,-0.04196164879249409,"Britain and Greece were able to differ over a cultural heritage dispute: What’s the right place for some of the finest ancient Greek sculptures ever made, which have been displayed in London for more than 200 years but which Greece wants back.",0.055747943741152994,Associated Press Staff,-0.01502816747961333
303,Exclusive: JPMorgan begins First Republic makeover as it opens more branches,-0.020893209904897958,"JPMorgan Chase <a href=""https://www.reuters.com/markets/companies/JPM.N"" target=""_blank"">(JPM.N)</a> is preparing to overhaul branches it acquired from failed First Republic Bank as the lender expands its formidable national footprint.",0.043856469506863505,Nupur Anand,0.039454030338674784
304,"Jeremiah Oden’s 22 points lead DePaul past Louisville, ending the Blue Demons’ 5-game skid",-0.07695479149697348,"Jeremiah Oden scored 22 points, Chico Carter Jr. added 14 and DePaul ended its five-game losing streak by beating Louisville 75-68 on Saturday.",0.06879992410540581,Associated Press,0.005997814383590594
305,Nick Martinelli’s career-high 22 leads Northwestern men’s basketball past Detroit Mercy 91-59,-0.03918245816748822,Nick Martinelli came off the bench to hit 10 of 12 from the field for a career-high 22 points as Northwestern rolled to a 91-59 win over winless Detroit Mercy.,0.0525885121896863,Associated Press Staff,-0.005344037497707177
306,McGonigal’s in downtown Barrington ‘not generating nearly enough business’ to stay afloat and will close month-end,-0.0013375361450016499,"After 10 years in business, money problems will shutter the downtown staple.",0.05791164835682139,Pioneer Press staff,0.02892837116814917
307,Photos: Tribute service held for former first lady Rosalynn Carter at Glenn Memorial United Methodist Church,-0.03339053734453046,"Visitors paid their respects to former first lady Rosalynn Carter during a tribute service at Glenn Memorial United Methodist Church at Emory University on Nov. 28, 2023 in Atlanta, Georgia. Rosalynn Carter passed away on November 19 at the age of 96. She was…",0.09051289450144395,Pinar Istek,0.0775583728463971
308,"Chicago Blackhawks end winning streak, drop second game of back-to-back to Washington Capitals 4-2",-0.16624342009890825,"For the fourth game in a row, the Chicago Blackhawks struck first: Philipp Kurashev scored the game’s opening goal with a tip-in from the doorstep. But the Washington Capitals scored three unanswered goals for the win Sunday.",0.18735861300956458,Phillip Thompson,0.027187878033146262
309,Juan Soto traded to New York Yankees from San Diego Padres in 7-player blockbuster,-0.0849942482309416,The New York Yankees have acquired All-Star slugger Juan Soto in a blockbuster trade with the cost-cutting San Diego Padres.,0.11986249481560662,Ronald Blum and Bernie Wilson,0.04104277637088671
310,Column: Veteran Nick Foligno offers some uncomfortable truths about the Chicago Blackhawks’ struggles,-0.05661519180284813,The loss of Taylor Hall to injury and the mysterious disappearance of Corey Perry could make Connor Bedard's rookie season for the Chicago Blackhawks more challenging.,0.07355250074760988,Paul Sullivan,0.026494562975130975
311,Australia's Greens to launch inquiry into supermarket 'price gouging',-0.0652296738117002,"Australia's Greens party said on Sunday it would lead a parliamentary inquiry into ""price gouging"" by major supermarkets as the country grapples with high costs of living.",0.011089517327491194,Reuters,0.04164245826541446
312,"Dr. Todd Ing, treated patients at Hines VA Hospital and wrote influential dialysis handbook",-0.035622003462776775,"Dr. Todd S. Ing,  a nephrologist and professor of medicine whose expertise was in the field of dialysis, has died at age 89.",0.042274254956282675,Bob Goldsborough,0.030428454920183867
313,"To save the climate, the oil and gas sector must slash planet-warming operations, report says",-0.04949284280883148,"The oil and gas sector, one of the major emitters of planet-warming gases, will need a rapid and substantial overhaul for the world to avoid even worse extreme weather events fueled by human-caused climate change, according to a report released Thursday.",0.0038827439857413992,Sibi Arasu,0.13249270227970555
314,"Women’s soccer falls short in medical support and pay, a World Cup survey by a players union finds",-0.11043325290665962,"A survey conducted by players union FIFPRO found that 60% of respondents said they lacked mental health support, while one in three earned less than $30,000 a year from soccer.",0.04984907858306542,James Robson,0.06796039413166
315,"Report: Bears mulling Soldier Field parking area as new stadium site. Meanwhile, talks resume with schools over Arlington Heights location.",-0.05330613713886123,"The area once was considered for the Lucas Museum, where ""Star Wars"" creator George Lucas planned to house his significant art and movie memorabilia collection.",0.029027307173237205,Robert McCoppin,0.06558845616382314
316,Daywatch: Ed Burke’s trial finding its place in Chicago lore,-0.06967234902549535,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.09506829676683992,Chicago Tribune staff,0.1124581191688776
317,"Editorial: At City Hall, insulting virtue signaling on the Middle East",-0.03604303445899859,"At Chicago's City Hall, an absurdly naive and unbalanced resolution calling for a 'lasting peace"" in the Middle East.",0.02361536820535548,The Editorial Board,0.03261255580582656
318,"At UN climate talks, cameras are everywhere. Many belong to Emirati company with a murky history",-0.047244187066098675,"At the United Nations’ COP28 climate summit in Dubai, surveillance cameras seem to be everywhere you turn. And that has some worried.",0.07424458779860288,Jon Gambrell,0.09812678017988219
319,2024 E-Ray: The Quickest 'Vette Ever...,0.00683992869744543,"The fastest-off-the line production Corvette combines a naturally aspirated V8 with all-electric front-wheel propulsion—and redefines what it feels like to drive a ’Vette, writes Dan Neil.",0.008887930423952639,Dan Neil,0.02612822677474469
320,‘Slow Horses’ review: Violence overwhelms Season 3 of the sardonic spy series,0.0215951461577788,"There's less cerebral gamesmanship this time around, but Gary Oldman's Jackson Lamb remains as effectively grotesque as ever.",0.04504362554871477,Nina Metz,0.036496971326414496
321,"Over vocal opposition, Manteno board clears way for $2 billion Chinese-owned EV battery plant",-0.06732181989355013,The village board in Manteno approved a zoning change that clears the way for a $2 billion Chinese-owned electric vehicle battery manufacturing plant that has been championed by Gov. J.B. Pritzker.,0.033807835658080876,"Jeremy Gorner, Rick Pearson",0.03280245914356783
